,observed,track_id,object_type,object_category,timestep,position_x,position_y,heading,velocity_x,velocity_y,scenario_id,start_timestamp,end_timestamp,num_timestamps,focal_track_id,city
0,TRUE,43619,vehicle,1,0,-158.7606765,-523.9373591,-1.860042161,-3.181536284,-10.67104828,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
1,TRUE,43619,vehicle,1,1,-158.9311782,-524.4626525,-1.861347329,-3.194304047,-10.68852136,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
2,TRUE,43619,vehicle,1,2,-159.1412979,-525.1146573,-1.86277244,-3.219800731,-10.7223948,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
3,TRUE,43619,vehicle,1,3,-159.3896877,-525.8888551,-1.864371462,-3.242585975,-10.74540771,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
4,TRUE,43619,vehicle,1,4,-159.6745621,-526.7769647,-1.866188245,-3.25753291,-10.74527553,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
5,TRUE,43619,vehicle,1,5,-159.9919536,-527.7663,-1.868138567,-3.271335324,-10.73625243,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
6,TRUE,43619,vehicle,1,6,-160.3356272,-528.8391136,-1.870076473,-3.288918295,-10.73628953,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
7,TRUE,43619,vehicle,1,7,-160.697728,-529.9726765,-1.871800359,-3.307294321,-10.747858,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
8,TRUE,43619,vehicle,1,8,-161.0691667,-531.1385036,-1.873377173,-3.326812197,-10.77194161,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
9,TRUE,43619,vehicle,1,9,-161.44,-532.3045275,-1.87472368,-3.352348835,-10.81351001,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
10,TRUE,43619,vehicle,1,10,-161.7980349,-533.4343261,-1.875462081,-3.387816654,-10.86651928,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
11,TRUE,43619,vehicle,1,11,-162.1456604,-534.5376463,-1.875651287,-3.428477896,-10.92312472,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
12,TRUE,43619,vehicle,1,12,-162.4909671,-535.6451193,-1.875311957,-3.463092006,-10.97967802,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
13,TRUE,43619,vehicle,1,13,-162.8323584,-536.7540569,-1.874286422,-3.478890407,-11.01995609,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
14,TRUE,43619,vehicle,1,14,-163.1711598,-537.8657828,-1.872919982,-3.483142712,-11.04819216,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
15,TRUE,43619,vehicle,1,15,-163.5097053,-538.9851236,-1.871456479,-3.487395018,-11.07642824,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
16,TRUE,43619,vehicle,1,16,-163.8486296,-540.1124162,-1.869775208,-3.48612983,-11.12559962,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
17,TRUE,43619,vehicle,1,17,-164.1883925,-541.2463739,-1.867954428,-3.473895791,-11.18779772,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
18,TRUE,43619,vehicle,1,18,-164.5283206,-542.3858865,-1.866038152,-3.450123646,-11.24035885,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
19,TRUE,43619,vehicle,1,19,-164.868286,-543.5294366,-1.864170883,-3.428321464,-11.29230222,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
20,TRUE,43619,vehicle,1,20,-165.2091682,-544.6760443,-1.862550525,-3.414825967,-11.3450457,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
21,TRUE,43619,vehicle,1,21,-165.5512193,-545.8257054,-1.861270732,-3.397665325,-11.40945089,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
22,TRUE,43619,vehicle,1,22,-165.8927971,-546.9743822,-1.860316482,-3.384161057,-11.47672659,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
23,TRUE,43619,vehicle,1,23,-166.233279,-548.1208228,-1.859667891,-3.383236871,-11.5013213,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
24,TRUE,43619,vehicle,1,24,-166.5744289,-549.2667385,-1.859391868,-3.387663567,-11.49618895,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
25,TRUE,43619,vehicle,1,25,-166.9164156,-550.4101496,-1.859650023,-3.392311145,-11.49481788,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
26,TRUE,43619,vehicle,1,26,-167.2596862,-551.5505374,-1.860412212,-3.396958723,-11.49344681,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
27,TRUE,43619,vehicle,1,27,-167.6047059,-552.6901198,-1.861158051,-3.402712887,-11.48969832,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
28,TRUE,43619,vehicle,1,28,-167.9505753,-553.8289812,-1.861640988,-3.406194353,-11.48288041,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
29,TRUE,43619,vehicle,1,29,-168.2973985,-554.9678451,-1.862007698,-3.410104724,-11.47904637,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
30,TRUE,43619,vehicle,1,30,-168.643544,-556.1059382,-1.862120049,-3.417882062,-11.47894512,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
31,TRUE,43619,vehicle,1,31,-168.9877879,-557.2415933,-1.861929525,-3.438435085,-11.48232164,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
32,TRUE,43619,vehicle,1,32,-169.3335541,-558.3804871,-1.861888907,-3.457954863,-11.4796849,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
33,TRUE,43619,vehicle,1,33,-169.6814118,-559.5245806,-1.861953578,-3.46352002,-11.46746438,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
34,TRUE,43619,vehicle,1,34,-170.0308883,-560.670724,-1.861940357,-3.46909635,-11.47276378,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
35,TRUE,43619,vehicle,1,35,-170.383652,-561.8192789,-1.862042359,-3.473427561,-11.49321458,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
36,TRUE,43619,vehicle,1,36,-170.740649,-562.9704611,-1.862294477,-3.476494612,-11.51130978,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
37,TRUE,43619,vehicle,1,37,-171.1011454,-564.1232262,-1.862591472,-3.479561662,-11.52940499,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
38,TRUE,43619,vehicle,1,38,-171.4642395,-565.2784659,-1.86271437,-3.478237837,-11.56676235,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
39,TRUE,43619,vehicle,1,39,-171.8290302,-566.43362,-1.862660842,-3.475802879,-11.59300344,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
40,TRUE,43619,vehicle,1,40,-172.19399,-567.5819284,-1.86276514,-3.477204318,-11.58379257,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
41,TRUE,43619,vehicle,1,41,-172.5615211,-568.7263324,-1.863359802,-3.481356737,-11.57377861,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
42,TRUE,43619,vehicle,1,42,-172.9333642,-569.8674375,-1.8644942,-3.488260743,-11.56296138,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
43,TRUE,43619,vehicle,1,43,-173.3071654,-570.9986361,-1.866086507,-3.495164748,-11.55214415,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
44,TRUE,43619,vehicle,1,44,-173.6821325,-572.1199173,-1.867921563,-3.501645265,-11.53757584,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
45,TRUE,43619,vehicle,1,45,-174.0580641,-573.2329299,-1.869961096,-3.507703453,-11.5192667,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
46,TRUE,43619,vehicle,1,46,-174.4335973,-574.3366211,-1.872319555,-3.508459605,-11.47660176,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
47,TRUE,43619,vehicle,1,47,-174.8068755,-575.4289872,-1.874838946,-3.506780789,-11.41171279,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
48,TRUE,43619,vehicle,1,48,-175.1744438,-576.50736,-1.877256142,-3.507881627,-11.34861683,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
49,TRUE,43619,vehicle,1,49,-175.5337938,-577.5696634,-1.879452423,-3.514544322,-11.25110165,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
50,TRUE,43648,vehicle,3,0,-148.2198133,-480.4484276,-1.862670698,-3.62737249,-12.13292979,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
51,TRUE,43648,vehicle,3,1,-148.4005169,-481.0226294,-1.863918662,-3.64561567,-12.1905258,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
52,TRUE,43648,vehicle,3,2,-148.6220336,-481.7307323,-1.864406991,-3.682191638,-12.30600073,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
53,TRUE,43648,vehicle,3,3,-148.8814122,-482.5651916,-1.864156808,-3.739926349,-12.44231598,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
54,TRUE,43648,vehicle,3,4,-149.1756969,-483.5137233,-1.863552549,-3.773100198,-12.48755245,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
55,TRUE,43648,vehicle,3,5,-149.501609,-484.5643708,-1.862455045,-3.760591173,-12.42077607,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
56,TRUE,43648,vehicle,3,6,-149.8530044,-485.6995146,-1.860457315,-3.700134302,-12.22072508,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
57,TRUE,43648,vehicle,3,7,-150.2220585,-486.8935136,-1.857671147,-3.62167543,-11.94909837,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
58,TRUE,43648,vehicle,3,8,-150.6004142,-488.1153902,-1.854563841,-3.569779829,-11.79083683,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
59,TRUE,43648,vehicle,3,9,-150.9760796,-489.3310649,-1.850800278,-3.514936657,-11.68584645,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
60,TRUE,43648,vehicle,3,10,-151.3351989,-490.5002817,-1.846177476,-3.435486265,-11.54675965,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
61,TRUE,43648,vehicle,3,11,-151.6838564,-491.6378355,-1.841462181,-3.326755313,-11.3774488,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
62,TRUE,43648,vehicle,3,12,-152.0340901,-492.7829462,-1.836956645,-3.215833626,-11.24644933,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
63,TRUE,43648,vehicle,3,13,-152.3859159,-493.9299848,-1.833054263,-3.10754983,-11.17415447,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
64,TRUE,43648,vehicle,3,14,-152.7375489,-495.0770719,-1.829628028,-3.039083002,-11.14486867,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
65,TRUE,43648,vehicle,3,15,-153.0877842,-496.229064,-1.826553301,-3.015140665,-11.14703294,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
66,TRUE,43648,vehicle,3,16,-153.4375112,-497.3826904,-1.82442216,-2.99940111,-11.17903266,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
67,TRUE,43648,vehicle,3,17,-153.7882281,-498.5331747,-1.823944836,-2.976562614,-11.20569508,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
68,TRUE,43648,vehicle,3,18,-154.1397659,-499.6827295,-1.824386159,-2.972062386,-11.21553968,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
69,TRUE,43648,vehicle,3,19,-154.4893129,-500.8324701,-1.824484859,-2.99184029,-11.22987243,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
70,TRUE,43648,vehicle,3,20,-154.8347907,-501.9792967,-1.82425464,-3.006787516,-11.24307821,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
71,TRUE,43648,vehicle,3,21,-155.1761233,-503.1247625,-1.823714926,-3.026045514,-11.27664449,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
72,TRUE,43648,vehicle,3,22,-155.5164397,-504.2724886,-1.82326785,-3.032437954,-11.36187837,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
73,TRUE,43648,vehicle,3,23,-155.8578098,-505.4260255,-1.822948164,-3.030223242,-11.45067051,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
74,TRUE,43648,vehicle,3,24,-156.1993791,-506.5845168,-1.822519533,-3.047181671,-11.49573517,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
75,TRUE,43648,vehicle,3,25,-156.5407144,-507.7442646,-1.822218939,-3.055101488,-11.50780037,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
76,TRUE,43648,vehicle,3,26,-156.8816826,-508.903733,-1.822074829,-3.043356686,-11.5026659,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
77,TRUE,43648,vehicle,3,27,-157.2207973,-510.0620381,-1.821794637,-3.022334922,-11.48734638,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
78,TRUE,43648,vehicle,3,28,-157.5583078,-511.216337,-1.821757357,-2.989431108,-11.47594277,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
79,TRUE,43648,vehicle,3,29,-157.8944508,-512.3656235,-1.821726387,-2.961921296,-11.49642641,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
80,TRUE,43648,vehicle,3,30,-158.2276385,-513.5087414,-1.821159598,-2.968626153,-11.52953808,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
81,TRUE,43648,vehicle,3,31,-158.5593298,-514.6443632,-1.82066223,-3.00224931,-11.54954905,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
82,TRUE,43648,vehicle,3,32,-158.8904584,-515.7769045,-1.820180714,-3.029780752,-11.55437463,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
83,TRUE,43648,vehicle,3,33,-159.221855,-516.9058727,-1.820048224,-3.03193922,-11.53648075,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
84,TRUE,43648,vehicle,3,34,-159.5565794,-518.0296446,-1.820800071,-3.016069562,-11.50346907,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
85,TRUE,43648,vehicle,3,35,-159.8956204,-519.1508395,-1.822167049,-3.005095357,-11.46431961,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
86,TRUE,43648,vehicle,3,36,-160.2382437,-520.2694247,-1.823971174,-2.991795291,-11.41746047,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
87,TRUE,43648,vehicle,3,37,-160.5821774,-521.3844357,-1.825926736,-2.971140191,-11.3690462,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
88,TRUE,43648,vehicle,3,38,-160.9251907,-522.5006035,-1.827102512,-2.962571027,-11.29536046,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
89,TRUE,43648,vehicle,3,39,-161.2682367,-523.6224762,-1.827379352,-2.970953682,-11.19872713,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
90,TRUE,43648,vehicle,3,40,-161.6118024,-524.74783,-1.827546981,-2.988368448,-11.15321857,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
91,TRUE,43648,vehicle,3,41,-161.9545692,-525.8715732,-1.82811843,-3.00916927,-11.15566434,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
92,TRUE,43648,vehicle,3,42,-162.2970306,-526.9933843,-1.828989077,-3.04387917,-11.18110019,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
93,TRUE,43648,vehicle,3,43,-162.6397663,-528.1122492,-1.830206045,-3.093861549,-11.23624627,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
94,TRUE,43648,vehicle,3,44,-162.9824172,-529.2282254,-1.831605418,-3.119725819,-11.26417249,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
95,TRUE,43648,vehicle,3,45,-163.3235871,-530.343075,-1.832740522,-3.085806247,-11.24274179,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
96,TRUE,43648,vehicle,3,46,-163.6629849,-531.4537266,-1.833980381,-3.016407116,-11.19321239,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
97,TRUE,43648,vehicle,3,47,-163.9999701,-532.5572558,-1.835072442,-2.966427178,-11.12687277,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
98,TRUE,43648,vehicle,3,48,-164.3329789,-533.6522303,-1.835358699,-2.94921348,-11.05361191,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
99,TRUE,43648,vehicle,3,49,-164.6637535,-534.7391896,-1.835310641,-2.962516178,-10.97567545,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
100,TRUE,43807,vehicle,1,0,-159.9102236,-517.7182191,-1.868971332,-3.042854263,-9.901085766,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
101,TRUE,43807,vehicle,1,1,-159.9954031,-517.9856223,-1.868833351,-3.042854263,-9.901085766,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
102,TRUE,43807,vehicle,1,2,-160.1154191,-518.365631,-1.868716116,-3.042854263,-9.901085766,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
103,TRUE,43807,vehicle,1,3,-160.2717569,-518.8611214,-1.868456057,-3.032434173,-9.872250314,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
104,TRUE,43807,vehicle,1,4,-160.4653172,-519.4742286,-1.868083773,-3.01202527,-9.834689382,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
105,TRUE,43807,vehicle,1,5,-160.6947058,-520.2013574,-1.867648941,-2.998509489,-9.822679397,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
106,TRUE,43807,vehicle,1,6,-160.9570562,-521.0356067,-1.867173898,-2.988024855,-9.813706566,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
107,TRUE,43807,vehicle,1,7,-161.2481101,-521.9637371,-1.866607088,-2.984032084,-9.826602678,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
108,TRUE,43807,vehicle,1,8,-161.5621489,-522.9659488,-1.866166374,-2.993415275,-9.858388773,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
109,TRUE,43807,vehicle,1,9,-161.8925139,-524.0205118,-1.866101914,-3.005723689,-9.883990054,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
110,TRUE,43807,vehicle,1,10,-162.2308755,-525.1012459,-1.866268704,-3.015695418,-9.908145919,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
111,TRUE,43807,vehicle,1,11,-162.5673258,-526.1774246,-1.866543748,-3.021791727,-9.927730975,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
112,TRUE,43807,vehicle,1,12,-162.8918703,-527.2151602,-1.866785792,-3.026458422,-9.950416828,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
113,TRUE,43807,vehicle,1,13,-163.2094164,-528.2303627,-1.867175512,-3.031703183,-9.979862561,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
114,TRUE,43807,vehicle,1,14,-163.5294179,-529.2541477,-1.867731891,-3.036947943,-10.00930829,0000b329-f890-4c2b-93f2-7e2413d4ca5b,315974825109725000.00,315974836009725000.00,110,43648,austin
